Global Volcanism Program - Volcanoes of the World 4.11.2,,,,Downloaded on 16 Sep 2022 at 10:03 PM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
284140,Farallon de Pajaros,18480,Confirmed Eruption,"Summit, NE side",2,,,1876,,1,?,1,,Observations: Reported,,1876,,1,?,3,,20.546,144.893
313020,Iliamna,20284,Confirmed Eruption,,3,,,1876,,0,,0,,Observations: Reported,,,,,,,,60.032,-153.09
332020,Mauna Loa,10203,Confirmed Eruption,Mokuaweoweo,0,,,1875,,8,,11,,Observations: Reported,,1875,,8,?,18,,19.475,-155.608
332020,Mauna Loa,10202,Confirmed Eruption,Mokuaweoweo,0,,,1875,,1,,10,,Observations: Reported,,1875,,2,?,9,,19.475,-155.608
312070,Veniaminof,20160,Confirmed Eruption,Western intracaldera cone,2,?,,1874,,7,,15,45,Observations: Reported,,,,,,,,56.17,-159.38
332020,Mauna Loa,10201,Confirmed Eruption,Mokuaweoweo,1,,,1873,,4,,20,,Observations: Reported,,1874,,10,?,19,,19.475,-155.608
332020,Mauna Loa,10200,Confirmed Eruption,Mokuaweoweo,0,,,1873,,1,,6,,Observations: Reported,,1873,,1,?,7,,19.475,-155.608
311070,Gareloi,19679,Confirmed Eruption,,2,?,,1873,,0,,0,,Observations: Reported,,,,,,,,51.79,-178.794
311060,Semisopochnoi,19672,Confirmed Eruption,Cerberus,,,,1873,,0,,0,,Observations: Reported,,,,,,,,51.93,179.58
284170,Pagan,18508,Confirmed Eruption,North Pagan,3,?,?,1873,,0,,0,,Observations: Reported,,,,,,,,18.13,145.8
332020,Mauna Loa,10199,Confirmed Eruption,Mokuaweoweo,1,,,1872,,8,,9,,Observations: Reported,,1872,,9,,0,,19.475,-155.608
284140,Farallon de Pajaros,22243,Confirmed Eruption,,2,,,1872,,7,,11,,Observations: Reported,,,,,,,,20.546,144.893
332020,Mauna Loa,10198,Confirmed Eruption,Mokuaweoweo,0,,,1871,,8,,10,,Observations: Reported,,1871,,8,?,30,,19.475,-155.608
321010,Baker,20464,Confirmed Eruption,Sherman Crater,2,,,1870,,0,,0,,Observations: Reported,,,,,,,,48.777,-121.813
332020,Mauna Loa,10196,Confirmed Eruption,SW rift zone (1000 m) and Mokuaweoweo,2,,,1868,,3,,27,,Observations: Reported,,1868,,4,,22,,19.475,-155.608
313020,Iliamna,20283,Confirmed Eruption,,2,,,1867,,0,,0,,Observations: Reported,,,,,,,,60.032,-153.09
311320,Akutan,20006,Confirmed Eruption,,,,,1867,,0,,0,,Observations: Reported,,,,,,,,54.134,-165.986
244010,Ofu-Olosega,14804,Confirmed Eruption,Submarine vent 3 km SE of Olosega,2,,,1866,,9,,12,,Observations: Reported,,1866,,11,,15,5,-14.175,-169.618
312030,Pavlof,20119,Confirmed Eruption,,2,,,1866,,3,,14,,Observations: Reported,,,,,,,,55.417,-161.894
332020,Mauna Loa,10195,Confirmed Eruption,Mokuaweoweo,0,,,1865,,12,,30,,Observations: Reported,,1866,,4,?,29,,19.475,-155.608
322010,Hood,20574,Confirmed Eruption,,2,,,1865,,9,,21,,Observations: Reported,,1866,,1,?,0,,45.374,-121.695
311320,Akutan,20005,Confirmed Eruption,,,,,1865,,0,,0,,Observations: Reported,,,,,,,,54.134,-165.986
311310,Makushin,19543,Confirmed Eruption,,,,,1865,,0,,0,,Observations: Reported,,,,,,,,53.891,-166.923
284140,Farallon de Pajaros,18478,Confirmed Eruption,SW side,2,,,1864,,1,,7,,Observations: Reported,,,,,,,,20.546,144.893
284170,Pagan,18507,Confirmed Eruption,South Pagan,1,?,,1864,,0,,0,,Observations: Reported,,,,,,,,18.13,145.8
321010,Baker,20460,Confirmed Eruption,Sherman Crater,2,,,1863,,7,,0,,Observations: Reported,,,,,,,,48.777,-121.813
321010,Baker,20458,Confirmed Eruption,Sherman Crater,2,,,1859,,11,,0,,Observations: Reported,,1860,,4,?,26,,48.777,-121.813
322010,Hood,20573,Confirmed Eruption,,2,,,1859,,8,,15,,Observations: Reported,,1859,,8,,17,,45.374,-121.695
332020,Mauna Loa,10194,Confirmed Eruption,North flank (2800 m) and Mokuaweoweo,1,,,1859,,1,,23,,Observations: Reported,,1859,,11,,25,,19.475,-155.608
321010,Baker,20457,Confirmed Eruption,Sherman Crater,2,,,1858,,0,,0,,Observations: Reported,,,,,,,,48.777,-121.813
321050,St. Helens,20554,Confirmed Eruption,,2,,,1857,,4,,0,,Observations: Reported,,,,,,,,46.2,-122.18
332020,Mauna Loa,10193,Confirmed Eruption,NE rift zone (3200 m) and Mokuaweoweo,1,,,1855,,8,,11,,Observations: Reported,,1856,,11,,0,,19.475,-155.608
321050,St. Helens,20553,Confirmed Eruption,North flank,2,,,1854,,2,,0,,Observations: Reported,,1854,,4,,0,,46.2,-122.18
321010,Baker,20455,Confirmed Eruption,Sherman Crater,2,,,1854,,0,,0,,Observations: Reported,,,,,,,,48.777,-121.813
321050,St. Helens,20552,Confirmed Eruption,North flank,2,?,,1853,,3,,15,5,Observations: Reported,,1853,,8,?,0,,46.2,-122.18
321010,Baker,20454,Confirmed Eruption,Sherman Crater,2,,,1852,,12,,1,30,Observations: Reported,,1853,,1,?,0,,48.777,-121.813
332020,Mauna Loa,10192,Confirmed Eruption,NE rift zone (2560 m) and Mokuaweoweo,2,,,1852,,2,,17,,Observations: Reported,,1852,,3,?,11,,19.475,-155.608
311320,Akutan,20003,Confirmed Eruption,NW flank (Lava Point),,,,1852,,0,,0,,Observations: Reported,,,,,,,,54.134,-165.986
332020,Mauna Loa,10191,Confirmed Eruption,Mokuaweoweo and SW rift zone,0,,,1851,,8,,8,,Observations: Reported,,1851,,8,,11,1,19.475,-155.608
321050,St. Helens,20551,Confirmed Eruption,North flank,2,?,,1850,,3,,0,,Observations: Reported,,1850,,5,?,0,,46.2,-122.18
332020,Mauna Loa,10190,Confirmed Eruption,Mokuaweoweo,0,,,1849,,5,,0,,Observations: Reported,,,,,,,,19.475,-155.608
321050,St. Helens,20549,Confirmed Eruption,,2,?,,1848,,4,<,1,,Observations: Reported,,,,,,,,46.2,-122.18
311320,Akutan,20002,Confirmed Eruption,,2,,,1848,,3,,5,4,Observations: Reported,,,,,,,,54.134,-165.986
321050,St. Helens,20548,Confirmed Eruption,North flank (Goat Rocks),2,,,1847,,3,,26,,Observations: Reported,,1847,,3,,30,,46.2,-122.18
312030,Pavlof,20117,Confirmed Eruption,,2,,,1846,,8,,0,,Observations: Reported,,1846,,8,,0,,55.417,-161.894
312030,Pavlof,20116,Confirmed Eruption,,2,,,1845,,8,,12,,Observations: Reported,,,,,,,,55.417,-161.894
332020,Mauna Loa,10189,Confirmed Eruption,"North flank, Mokuaweoweo and NE rift",0,,,1843,,1,,9,,Observations: Reported,,1843,,4,?,10,,19.475,-155.608
321010,Baker,20451,Confirmed Eruption,Sherman Crater,3,?,,1843,,0,,0,,Observations: Reported,,,,,,,,48.777,-121.813
321050,St. Helens,20547,Confirmed Eruption,North flank (Goat Rocks),3,,,1842,,11,,22,,Observations: Reported,,1845,,9,?,18,,46.2,-122.18
311360,Shishaldin,20064,Confirmed Eruption,,2,,,1842,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
312070,Veniaminof,20158,Confirmed Eruption,Western intracaldera cone,3,,,1838,,8,,4,,Observations: Reported,,1839,,4,,0,,56.17,-159.38
311360,Shishaldin,20063,Confirmed Eruption,,2,,,1838,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
312030,Pavlof,20115,Confirmed Eruption,,1,,,1838,,0,,0,,Observations: Reported,,,,,,,,55.417,-161.894
321050,St. Helens,20546,Confirmed Eruption,North flank (Goat Rocks area),2,,,1835,,3,?,0,,Observations: Reported,,,,,,,,46.2,-122.18
332020,Mauna Loa,10188,Confirmed Eruption,Mokuaweoweo and adjacent vents,0,,,1832,,6,,20,,Observations: Reported,,1832,,7,,15,7,19.475,-155.608
321050,St. Helens,20545,Confirmed Eruption,North Flank (Goat Rocks area),3,,,1831,,8,,0,,Observations: Reported,,,,,,,,46.2,-122.18
311360,Shishaldin,20062,Confirmed Eruption,,3,,,1830,,11,,16,15,Observations: Reported,,1831,,3,,16,15,54.756,-163.97
311350,Fisher,20052,Confirmed Eruption,Mount Finch,2,?,,1830,,8,,0,,Observations: Reported,,,,,,,,54.65,-164.43
311270,Vsevidof,19829,Confirmed Eruption,SW end of Umnak Island,,,,1830,,0,,0,,Observations: Reported,,,,,,,,53.13,-168.693
311210,Yunaska,19793,Confirmed Eruption,,2,,,1830,,0,,0,,Observations: Reported,,,,,,,,52.643,-170.629
311080,Tanaga,19696,Confirmed Eruption,,,,,1829,,0,,0,,Observations: Reported,,,,,,,,51.885,-178.146
311050,Little Sitkin,19669,Confirmed Eruption,Summit and west flank,,,,1828,,0,,0,,Observations: Reported,,1830,,0,,0,,51.95,178.543
311230,Carlisle,19798,Confirmed Eruption,,,,,1828,,0,,0,,Observations: Reported,,,,,,,,52.894,-170.054
311340,Westdahl,20042,Confirmed Eruption,Pogromni or (more likely) Westdahl,2,,,1827,,0,,0,,Observations: Reported,,1830,,0,,0,,54.516,-164.65
311360,Shishaldin,20061,Confirmed Eruption,,2,,,1827,,0,,0,,Observations: Reported,,1829,,0,,0,,54.756,-163.97
311350,Fisher,20051,Confirmed Eruption,Mount Finch,3,,,1826,,10,,11,,Observations: Reported,,1827,,1,?,0,,54.65,-164.43
311310,Makushin,10442,Confirmed Eruption,,3,,,1826,,6,,0,,Observations: Reported,,,,,,,,53.891,-166.923
311360,Shishaldin,20060,Confirmed Eruption,,0,,,1826,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
311360,Shishaldin,20059,Confirmed Eruption,NE flank (1300 m),2,,,1825,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
312030,Pavlof,20114,Confirmed Eruption,,2,?,,1825,,0,,0,,Observations: Reported,,,,,,,,55.417,-161.894
284170,Pagan,18506,Confirmed Eruption,North Pagan,2,?,,1825,5,0,,0,,Observations: Reported,,,,,,,,18.13,145.8
311360,Shishaldin,20058,Confirmed Eruption,,3,,,1824,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
311290,Okmok,19837,Confirmed Eruption,Cone B?,,,,1824,,0,,0,,Observations: Reported,,1830,,0,,0,,53.43,-168.13
311210,Yunaska,19792,Confirmed Eruption,,3,,,1824,,0,,0,,Observations: Reported,,,,,,,,52.643,-170.629
332010,Kilauea,10062,Confirmed Eruption,"Southwest Rift Zone (Great Crack, 75-580 m)",1,?,,1823,,2,,0,,Observations: Reported,,1894,,12,,6,,19.421,-155.287
332010,Kilauea,10061,Confirmed Eruption,Kilauea Caldera,2,,?,1820,,0,,0,,Observations: Reported,,,,,,,,19.421,-155.287
321010,Baker,20450,Confirmed Eruption,,2,,?,1820,,0,,0,,Observations: Reported,,,,,,,,48.777,-121.813
311340,Westdahl,20041,Confirmed Eruption,Pogromni or (more likely) Westdahl,2,,,1820,,0,,0,,Observations: Reported,,,,,,,,54.516,-164.65
311290,Okmok,19836,Confirmed Eruption,Cone E? or B?,3,,,1817,,3,,1,,Observations: Reported,,1820,,0,,0,,53.43,-168.13
311270,Vsevidof,19824,Confirmed Eruption,,3,?,,1817,,0,,0,,Observations: Reported,,,,,,,,53.13,-168.693
312030,Pavlof,20113,Confirmed Eruption,,2,,,1817,,0,,0,,Observations: Reported,,,,,,,,55.417,-161.894
312130,Ugashik-Peulik,20203,Confirmed Eruption,Peulik,3,,,1814,,0,,0,,Observations: Reported,,,,,,,,57.751,-156.368
311160,Atka Volcanic Complex,19749,Confirmed Eruption,Sarichef or more probably Kliuchef,3,?,,1812,,0,,0,,Observations: Reported,,,,,,,,52.331,-174.139
313010,Augustine,20265,Confirmed Eruption,,3,?,,1812,,0,,0,,Observations: Reported,,,,,,,,59.363,-153.43
311300,Bogoslof,19854,Confirmed Eruption,Old Bogoslof (Castle Rock),2,,,1806,,0,,0,,Observations: Reported,,1823,,0,,0,,53.93,-168.03
311290,Okmok,19835,Confirmed Eruption,,,,,1805,,0,,0,,Observations: Reported,,,,,,,,53.43,-168.13
311310,Makushin,19493,Confirmed Eruption,,3,,,1802,,0,,0,,Observations: Reported,,,,,,,,53.891,-166.923
321050,St. Helens,20544,Confirmed Eruption,N flank--Goat Rocks area,5,,,1800,,1,,15,120,Sidereal: Dendrochronology,,,,,,,,46.2,-122.18
332040,Hualalai,10254,Confirmed Eruption,NW rift zone (520 m),0,,,1800,,0,,0,,Observations: Reported,,1801,,0,,0,,19.692,-155.87
284170,Pagan,18505,Confirmed Eruption,North Pagan (west flank maar),,,,1800,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,18.13,145.8
311300,Bogoslof,19853,Confirmed Eruption,Old Bogoslof (Castle Rock),3,?,,1796,,5,,0,,Observations: Reported,,1804,,0,,0,,53.93,-168.03
311390,Amak,20110,Confirmed Eruption,,,,,1796,,0,,0,,Observations: Reported,,,,,,,,55.424,-163.149
311340,Westdahl,20040,Confirmed Eruption,Pogromni or (more likely) Westdahl,0,,,1796,,0,,0,,Observations: Reported,,,,,,,,54.516,-164.65
311350,Fisher,20050,Confirmed Eruption,,,,<,1795,,0,,0,,Observations: Reported,,,,,,,,54.65,-164.43
311340,Westdahl,20039,Confirmed Eruption,Pogromni or (more likely) Westdahl,4,,,1795,,0,,0,,Observations: Reported,,,,,,,,54.516,-164.65
311120,Great Sitkin,19729,Confirmed Eruption,,,,,1792,,5,,26,5,Observations: Reported,,,,,,,,52.076,-176.13
311070,Gareloi,19677,Confirmed Eruption,,2,,,1792,,0,,0,,Observations: Reported,,,,,,,,51.79,-178.794
311070,Gareloi,19676,Confirmed Eruption,,2,,,1791,,0,,0,,Observations: Reported,,,,,,,,51.79,-178.794
332010,Kilauea,10060,Confirmed Eruption,Kilauea Caldera (Keanakakoi ash),4,,,1790,,11,?,0,,Observations: Reported,,,,,,,,19.421,-155.287
312030,Pavlof,20112,Confirmed Eruption,,2,,,1790,,0,,0,,Observations: Reported,,,,,,,,55.417,-161.894
311070,Gareloi,19675,Confirmed Eruption,,2,,,1790,,0,,0,,Observations: Reported,,,,,,,,51.79,-178.794
332010,Kilauea,10059,Confirmed Eruption,Lower east rift zone (230-375 m),0,,?,1790,,0,,0,,Observations: Reported,,,,,,,,19.421,-155.287
323110,Mono Lake Volcanic Field,20654,Confirmed Eruption,Paoha Island,,,,1790,75,0,,0,,Correlation: Tephrochronology,,,,,,,,38,-119.03
311190,Amukta,19784,Confirmed Eruption,,3,^,,1786,,6,,0,,Observations: Reported,,1791,,0,,0,,52.5,-171.252
311180,Seguam,19774,Confirmed Eruption,,,,,1786,,0,,0,,Observations: Reported,,1790,,0,,0,,52.315,-172.51
332040,Hualalai,10253,Confirmed Eruption,NW rift zone (1400-1900 m),0,,,1784,7,0,,0,,Observations: Reported,,,,,,,,19.692,-155.87
311110,Kanaga,19713,Confirmed Eruption,,,,?,1783,,0,,0,,Observations: Reported,?,1787,,0,,0,,51.923,-177.168
322010,Hood,20570,Confirmed Eruption,Crater Rock,,,,1781,,10,,15,45,Sidereal: Dendrochronology,?,1801,,0,,0,,45.374,-121.695
313020,Iliamna,20279,Confirmed Eruption,,,,,1778,,0,,0,,Observations: Reported,,1779,,0,,0,,60.032,-153.09
311050,Little Sitkin,19668,Confirmed Eruption,,1,?,,1776,,0,,0,,Observations: Reported,,,,,,,,51.95,178.543
311230,Carlisle,19797,Confirmed Eruption,,,,,1774,,7,,2,182,Observations: Reported,,,,,,,,52.894,-170.054
311310,Makushin,19760,Confirmed Eruption,,3,^,,1768,,0,,0,,Observations: Reported,,1769,,0,,0,,53.891,-166.923
312030,Pavlof,20111,Confirmed Eruption,Volcano Uncertain,4,?,,1762,,0,,0,,,,1786,,0,,0,,55.417,-161.894
311130,Kasatochi,19741,Confirmed Eruption,,0,,,1760,,0,,0,,Observations: Reported,,,,,,,,52.177,-175.508
332060,Haleakala,10296,Confirmed Eruption,SW rift zone (180-360 m),,,?,1750,,0,,0,,Correlation: Anthropology,,,,,,,,20.708,-156.25
332010,Kilauea,10058,Confirmed Eruption,"East rift zone (Heiheiahulu, 520 m)",0,,?,1750,,0,,0,,Observations: Reported,,,,,,,,19.421,-155.287
332020,Mauna Loa,10187,Confirmed Eruption,North flank (2380 m) and SW rift zone?,0,,?,1750,,0,,0,,Observations: Reported,,,,,,,,19.475,-155.608
332020,Mauna Loa,10186,Confirmed Eruption,NE rift zone,0,,?,1730,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
312200,Snowy Mountain,20247,Confirmed Eruption,NE Snowy Mountain,,,,1710,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,58.336,-154.682
311390,Amak,20109,Confirmed Eruption,,,,,1700,,0,,0,,Observations: Reported,,1710,,0,,0,,55.424,-163.149
332010,Kilauea,10057,Confirmed Eruption,Upper east rift zone (Kokoolau),0,,,1700,25,0,,0,,Correlation: Magnetism,,,,,,,,19.421,-155.287
321020,Glacier Peak,20474,Confirmed Eruption,,2,,,1700,100,0,,0,,Correlation: Tephrochronology,,,,,,,,48.112,-121.113
332020,Mauna Loa,10185,Confirmed Eruption,NE rift zone,0,,?,1685,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332020,Mauna Loa,10184,Confirmed Eruption,NW flank,0,,?,1680,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
284170,Pagan,18504,Confirmed Eruption,North Pagan,,,,1669,,0,,0,,Observations: Reported,,,,,,,,18.13,145.8
323080,Lassen Volcanic Center,20655,Confirmed Eruption,Cinder Cone,3,?,?,1666,,0,,0,,Sidereal: Dendrochronology,,,,,,,,40.492,-121.508
332040,Hualalai,10252,Confirmed Eruption,NW rift zone (Luamakami),1,,,1650,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
332020,Mauna Loa,10183,Confirmed Eruption,NE rift zone,0,,?,1650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332010,Kilauea,20747,Confirmed Eruption,Kilauea summit (Observatory vent),0,,,1650,50,0,,0,,Correlation: Tephrochronology,,,,,,,,19.421,-155.287
313010,Augustine,20264,Confirmed Eruption,,,,,1650,100,0,,0,,Correlation: Tephrochronology,,,,,,,,59.363,-153.43
313020,Iliamna,20277,Confirmed Eruption,,,,?,1650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,60.032,-153.09
313030,Redoubt,20381,Confirmed Eruption,,,,,1650,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
313040,Spurr,20396,Confirmed Eruption,South flank (Crater Peak),,,,1650,50,0,,0,,Correlation: Tephrochronology,,,,,,,,61.299,-152.251
332020,Mauna Loa,10182,Confirmed Eruption,NE rift zone,0,,?,1640,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332010,Kilauea,20746,Confirmed Eruption,Lower east rift zone (Puu Honuaula),1,?,,1610,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.421,-155.287
321050,St. Helens,20543,Confirmed Eruption,Pre-1980 summit dome,,,,1610,40,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.2,-122.18
323110,Mono Lake Volcanic Field,20660,Confirmed Eruption,Negit Island,,,,1550,300,0,,0,,Correlation: Tephrochronology,,,,,,,,38,-119.03
311090,Takawangha,19698,Confirmed Eruption,,,,?,1550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,51.873,-178.006
311080,Tanaga,19693,Confirmed Eruption,"Tanaga, Sajaka Two",,,?,1550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,51.885,-178.146
332020,Mauna Loa,10181,Confirmed Eruption,NE rift zone,0,,?,1540,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313010,Augustine,20263,Confirmed Eruption,,4,?,,1540,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,59.363,-153.43
312090,Aniakchak,20191,Confirmed Eruption,"NW & S caldera floor (Half Cone, Vent Mtn)",4,+,,1540,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,56.88,-158.17
313030,Redoubt,20380,Confirmed Eruption,,,,,1530,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
321050,St. Helens,20542,Confirmed Eruption,,,,,1525,25,0,,0,,Sidereal: Dendrochronology,,,,,,,,46.2,-122.18
332020,Mauna Loa,10180,Confirmed Eruption,NE rift zone,0,,?,1510,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332010,Kilauea,20745,Confirmed Eruption,Lower east rift zone (near Kehena),0,,,1510,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.421,-155.287
313030,Redoubt,20379,Confirmed Eruption,,,,,1510,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332010,Kilauea,19879,Confirmed Eruption,,1,?,?,1500,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
332020,Mauna Loa,10179,Confirmed Eruption,NE rift zone,0,,?,1500,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332010,Kilauea,19873,Confirmed Eruption,Kilauea caldera,1,?,,1490,16,0,,0,,Isotopic: 14C (calibrated),,,,,,,,19.421,-155.287
321050,St. Helens,20541,Confirmed Eruption,,5,,,1482,,1,,15,120,Sidereal: Dendrochronology,,,,,,,,46.2,-122.18
321050,St. Helens,20540,Confirmed Eruption,,5,+,,1480,,1,,15,120,Sidereal: Dendrochronology,,,,,,,,46.2,-122.18
332020,Mauna Loa,10178,Confirmed Eruption,NE rift zone,0,,?,1470,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
312090,Aniakchak,20190,Confirmed Eruption,SE caldera floor (New Cone),,,,1470,20,0,,0,,Isotopic: 14C (calibrated),,,,,,,,56.88,-158.17
332060,Haleakala,10295,Confirmed Eruption,East rift zone,,,,1460,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,20.708,-156.25
332010,Kilauea,19872,Confirmed Eruption,Lower east rift zone (near Puu Kaliu),0,,,1460,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.421,-155.287
321030,Rainier,20494,Confirmed Eruption,,,,,1450,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,46.853,-121.76
332020,Mauna Loa,10177,Confirmed Eruption,NE rift zone and NW flank,0,,?,1440,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
311320,Akutan,19997,Confirmed Eruption,,,,,1420,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,54.134,-165.986
332060,Haleakala,10294,Confirmed Eruption,SW rift zone,,,,1420,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,20.708,-156.25
332010,Kilauea,19885,Confirmed Eruption,Kilauea summit (Aila'au shield),0,,?,1410,,0,,0,,Isotopic: 14C (calibrated),?,1470,,0,,0,,19.421,-155.287
311110,Kanaga,19710,Confirmed Eruption,,,,,1400,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,51.923,-177.168
313030,Redoubt,20378,Confirmed Eruption,,,,,1400,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332020,Mauna Loa,10176,Confirmed Eruption,NE rift zone,0,,?,1390,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
323120,Mono-Inyo Craters,22201,Confirmed Eruption,"Inyo Craters (S Deadman, Obsidian, Glass Creek)",4,,,1380,50,,,,,Isotopic: 14C (calibrated),,,,,,,,37.804,-119.029
332020,Mauna Loa,10175,Confirmed Eruption,NE rift zone and Mokuaweoweo,0,,?,1370,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
312090,Aniakchak,20189,Confirmed Eruption,NW caldera floor (Half Cone),,,,1370,55,0,,0,,Isotopic: 14C (calibrated),,,,,,,,56.88,-158.17
332060,Haleakala,10293,Confirmed Eruption,SW rift zone (~1600 m),,,,1360,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,20.708,-156.25
332020,Mauna Loa,10174,Confirmed Eruption,NE rift zone,0,,?,1360,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313030,Redoubt,20377,Confirmed Eruption,,,,,1360,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
332060,Haleakala,10292,Confirmed Eruption,SW rift zone (~1500 m),,,,1350,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,20.708,-156.25
323120,Mono-Inyo Craters,20673,Confirmed Eruption,"Mono Craters (Panum Crater, nearby vents)",4,,,1350,20,0,,0,,Sidereal: Dendrochronology,,,,,,,,37.804,-119.029
332010,Kilauea,19884,Confirmed Eruption,Upper east rift zone (Kane Nui o Hamo),0,,,1340,40,0,,0,,Correlation: Anthropology,,,,,,,,19.421,-155.287
284170,Pagan,18503,Confirmed Eruption,North Pagan (west flank maar),,,,1340,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,18.13,145.8
332020,Mauna Loa,10173,Confirmed Eruption,SW rift zone,0,,?,1310,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
327050,Black Rock Desert,20701,Confirmed Eruption,Ice Springs Craters,,,,1290,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,38.97,-112.5
312090,Aniakchak,22139,Confirmed Eruption,NW caldera floor (Half Cone),,,,1280,145,,,,,Isotopic: 14C (calibrated),,,,,,,,56.88,-158.17
323150,Mammoth Mountain,20679,Confirmed Eruption,North flank of Mammoth Mountain,,,,1260,40,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.631,-119.032
323010,Shasta,20638,Confirmed Eruption,,,,?,1250,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
332040,Hualalai,10251,Confirmed Eruption,SSE rift zone (Waha Pele),2,,,1240,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.692,-155.87
313010,Augustine,20261,Confirmed Eruption,,,,,1230,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,59.363,-153.43
323010,Shasta,20637,Confirmed Eruption,,,,?,1200,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.409,-122.193
313050,Hayes,20402,Confirmed Eruption,,,,,1200,300,0,,0,,Correlation: Tephrochronology,,,,,,,,61.64,-152.411
332060,Haleakala,10291,Confirmed Eruption,SW rift zone (~1200 m),,,,1200,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,20.708,-156.25
313030,Redoubt,20376,Confirmed Eruption,,,,,1200,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
312090,Aniakchak,20188,Confirmed Eruption,NW caldera floor (Half Cone),,,,1190,30,0,,0,,Isotopic: 14C (calibrated),,,,,,,,56.88,-158.17
332020,Mauna Loa,10172,Confirmed Eruption,NE rift zone and Mokuaweoweo,0,,?,1190,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
332020,Mauna Loa,10171,Confirmed Eruption,NE rift zone,0,,?,1170,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,19.475,-155.608
313030,Redoubt,20375,Confirmed Eruption,,,,,1160,75,0,,0,,Sidereal: Varve Count,,,,,,,,60.485,-152.742
